isocode,year,r,Y,NFA_Y,PB_Y,G_Y,C_Y,Inc_Y,tau,d_bar,pop,pop_growth,pop_working
GBR,2058,0.0259619653835449,0.05836981499559097,-0.8651585263230919,0.0065882285984633915,0.1075631575727391,0.4959145880336449,0.5870785597858663,0.316229754452273,0.6117931934991675,1.1496704429861093,7.539314790117047e-05,0.9286816911776969
GBR,2059,0.025974299035698884,0.05834682144967357,-0.8547400236807343,0.007118275015035175,0.10737325696445633,0.49615492083208884,0.5870200397522277,0.31655559206665845,0.6101571585844948,1.1496040759654518,-5.772699564687844e-05,0.9285609513097525
GBR,2060,0.025992239106606283,0.05829656429570987,-0.8434796064276036,0.00719813159781689,0.10728555935448178,0.49654358006216487,0.5873646318844001,0.3167060664662921,0.6094873794309983,1.1493654008888714,-0.0002076150229199,0.9279339651509052
GBR,2061,0.0260186898344439,0.05824316396227019,-0.831420950529707,0.007161200231069864,0.107219052142024,0.4969930197370783,0.5878473720435438,0.3168201816955304,0.6090323654536153,1.1491594458020955,-0.0001791902615275,0.9271781896734187
GBR,2062,0.026048890856905153,0.058193268415500966,-0.8188444253961764,0.007219424516837908,0.1071212405299001,0.49746689777896064,0.5882838281778618,0.31698801002763444,0.6083090853118559,1.149019918525554,-0.0001214168121327,0.9264730015146336
GBR,2063,0.02609534987367483,0.05814207294614658,-0.8044601790752282,0.007591968206284341,0.10695385423614835,0.4979924976885813,0.5885735006902172,0.3172752168519311,0.606933568454267,1.1488464250728805,-0.0001509925545036,0.9260217971074219
GBR,2064,0.026160407809323997,0.05807397468589202,-0.7882226040487943,0.008021701823951607,0.1067762829453262,0.49865635748750514,0.588923250677334,0.3175798994240832,0.6054600746856962,1.1486416249880669,-0.000178265850286,0.9256480155328111
GBR,2065,0.026242158989905708,0.057987082246866155,-0.7708267172384744,0.0083960751683015,0.10660041307884302,0.49946627331871785,0.5894010424508305,0.317881662637247,0.6040345013813334,1.1485146507591697,-0.0001105429458021,0.9252441688815878
GBR,2066,0.026339039425232223,0.057885326992644474,-0.7515322116127043,0.008691947991929919,0.10644694028014402,0.5004253436296098,0.5900255874262542,0.3181449962360877,0.6028136015929881,1.1484298341019017,-7.384899897622255e-05,0.9248785974484524
GBR,2067,0.026434150710025188,0.05777375293281244,-0.731437506186702,0.00885082606209614,0.10633274360011707,0.5014970378051424,0.5907624449721038,0.31834093859839613,0.6019457988418151,1.148351749890283,-6.79921483228707e-05,0.9245061413720201
GBR,2068,0.02653781936068442,0.05765947577219303,-0.7100659552663293,0.00895292647286508,0.10624394541932686,0.5026626124108108,0.5915854452112306,0.3184933013930817,0.6012870783923838,1.1483264462288691,-2.203476540740823e-05,0.9242398662718012
GBR,2069,0.026650526588538552,0.05754595751854328,-0.6887113226900548,0.009050122991556678,0.10615730494684651,0.5038594212832118,0.5924330361122578,0.31864196192196315,0.6006486127144607,1.1484000016170035,6.405442317891641e-05,0.9240586989272885
GBR,2070,0.02677359670321516,0.05743395966035219,-0.6680820931930498,0.00919904643418458,0.10605879567172488,0.5050295036193353,0.5932504163404481,0.3188109873268353,0.5999018195730678,1.1485735862540427,0.0001511534629003,0.9240011566216978
GBR,2071,0.02689821418541995,0.05732136986755756,-0.6475688274102485,0.009459298675103214,0.10593554804505502,0.5062122213231794,0.5939819575398434,0.3190224595965449,0.5989241349132929,1.148790392280308,0.0001887611110511,0.924097282997705
GBR,2072,0.027018624656356398,0.057202506296276746,-0.6269810268172051,0.00982848062133218,0.10577478588316859,0.5074417962563901,0.5946358142391762,0.3192983005208379,0.5976335378963187,1.1489806484588314,0.0001656143538473,0.9241905543859913
GBR,2073,0.027144294759710644,0.0570715353283861,-0.605139552376559,0.010140009761106836,0.10562826453482367,0.5087441874275027,0.5954063937153511,0.31954970659601045,0.5964773501414947,1.1489638553381933,-1.461566881966192e-05,0.9240723029017699
GBR,2074,0.027276872689358203,0.056931809482791806,-0.5832669801385579,0.010402267709060178,0.10549122308295131,0.5100337358869963,0.5962747327823894,0.31978484675777086,0.5954193868582309,1.1486771564958063,-0.0002495281649245,0.9236465477715847
GBR,2075,0.027419382781896783,0.05678631625836367,-0.5618342051271537,0.00892810804976081,0.10593585419736601,0.5112833963850071,0.598345406928771,0.31902193429049375,0.5992646005717097,1.1482108852430482,-0.0004059201927375,0.923072852349191
GBR,2076,0.027384336310131593,0.05672485758297366,-0.5583319652442578,0.009529224320735746,0.10567935363897848,0.5117266153470751,0.5980156994352801,0.3194620462563758,0.5972126538756848,1.147778063455018,-0.0003769532179085,0.922457742399182
GBR,2077,0.02728075133968231,0.0566306696282535,-0.5565005706609147,0.009623502806537163,0.10541540250488363,0.5124066209246155,0.5979303143567307,0.31991494216137334,0.5954665420699348,1.1473330077646229,-0.0003877541351988,0.9205482530810349
GBR,2078,0.027177388468891086,0.05652605856770086,-0.5542469518462756,0.009586586015568804,0.10517418119664729,0.5131212014534243,0.5979734741128295,0.32032883749496616,0.5939826738765054,1.1467944425074528,-0.0004694062260263,0.9184132552950638
GBR,2079,0.027075445891775088,0.05641780201416949,-0.5521108541854334,0.009559354031037262,0.10491277136930219,0.513817044380086,0.5980311654927719,0.32077737294353204,0.5923978218500017,1.1462262879236924,-0.0004954284418384,0.9161244602125741
GBR,2080,0.0269816281778224,0.056305505640140495,-0.5503729846793988,0.009543371125911942,0.10464746613836912,0.5144464128388218,0.5981152575110176,0.32123259225174244,0.590813885012601,1.145509700390364,-0.0006251710860918,0.9136989820648003
GBR,2081,0.026891052589064452,0.05618906947184345,-0.5490319152701248,0.009599619073908106,0.1043407003139525,0.5150617185072568,0.5981696942732982,0.3217589509891198,0.5889676554769167,1.1447886600205228,-0.000629449379255,0.9111417128341724
GBR,2082,0.026798036075290074,0.05606502670684481,-0.5477364100238393,0.009710874259394972,0.10398134101626734,0.5157269235927718,0.5982060294808128,0.3223755513113821,0.5868206148996612,1.1441138653213618,-0.0005894491470145,0.9083852655793089
GBR,2083,0.026713124049013454,0.055930503637388586,-0.5451353051307519,0.009626575333913354,0.10366981505485474,0.5164823679090339,0.598451185648098,0.3229100776459933,0.58513700577683,1.1434052108278283,-0.0006193915789444,0.905489663507629
GBR,2084,0.026637242237836818,0.05579591394835622,-0.5427014714873559,0.009560792871955534,0.10338045974210036,0.5171702235735969,0.5986988941838545,0.32340656286355124,0.5836002633548951,1.1425449775241188,-0.0007523433473656,0.9026849386885961
GBR,2085,0.02657102924598072,0.055660818863244026,-0.540785488535577,0.009645476327395042,0.10307383423724378,0.5177593049419095,0.5988605770099121,0.3239326808360826,0.5818886424034055,1.141448135989446,-0.0009599985613256,0.8999227538006259
GBR,2086,0.026510639411030927,0.055518174511180296,-0.5390433706405604,0.009651538747452906,0.10279637929864135,0.5183372816305639,0.5991077369407988,0.3244087470062292,0.5804243912007331,1.1401694424352657,-0.0011202379800391,0.8970385507716003
GBR,2087,0.026452804989985947,0.05537230515223249,-0.537948630969133,0.00953288921470219,0.102565000385223,0.5188838008165498,0.599439595467014,0.3248057544400078,0.5793231353990695,1.1387782577689016,-0.0012201560703054,0.894102932925842
GBR,2088,0.026407032232702785,0.0552296238149049,-0.5363659933444751,0.009399406282883715,0.10235186278034697,0.5194342360054108,0.5998138261478492,0.3251714628457715,0.5783462012703466,1.1374505982104717,-0.001165863107565,0.8913176676609785
GBR,2089,0.02637128027405693,0.05509150172303578,-0.5344437918177238,0.009305643712393258,0.10214780862663514,0.519966416033935,0.6001820607269542,0.32552158557182354,0.577399706054099,1.1361217836500794,-0.0011682393613252,0.8886906748798943
GBR,2090,0.026342944104407847,0.054956467623134095,-0.5325215128039016,0.009236800023880776,0.10195884961401715,0.5204648215046574,0.6005439118029698,0.32584580756587,0.5765221946063921,1.1347251127243938,-0.0012293320538213,0.886174112490867
GBR,2091,0.026321219682066504,0.054823660901657974,-0.5309612240113077,0.009214134645027669,0.10177292228035607,0.5209286267786423,0.6008768231756183,0.32616482770696914,0.5756344310316951,1.133281269086979,-0.0012724171001629,0.8837503301035793
GBR,2092,0.026306215677349025,0.05469113191253835,-0.5297010612543387,0.009251687559411026,0.10158371033427621,0.5213627301541903,0.6011793177971689,0.3264894836924418,0.5746932889053474,1.1317529887271522,-0.0013485446212819,0.8813754442251276
GBR,2093,0.026300649146359652,0.05455626102075446,-0.5279921629038551,0.009236662445740285,0.10142343985826616,0.5218169695535347,0.6015545205410862,0.3267644809661829,0.5739432429793117,1.1301808030953584,-0.0013891596907219,0.8790499799594202
GBR,2094,0.026302315079204445,0.054422166637525346,-0.5257695269109366,0.009239268865730732,0.1012689342395173,0.5222950331099846,0.6019426070145253,0.32702958671111715,0.5732138584013253,1.1286239060421728,-0.0013775645887115,0.8768246280715722
GBR,2095,0.026310225927013566,0.05428836238421186,-0.5232122937167656,0.009285676688282729,0.10111618059825331,0.5227742548166203,0.6023228618468711,0.3272916863563381,0.5724636753260643,1.127004806054352,-0.001434578852311,0.8746646213262551
GBR,2096,0.026321919639643088,0.05415302883137462,-0.5205492540510539,0.009280734664675688,0.10099433648917679,0.523252907192742,0.6027498635944541,0.32750075042510246,0.5719050768839209,1.1253026523069953,-0.0015103340626523,0.8725406063449246
GBR,2097,0.02633665179479775,0.05401889541808704,-0.5178483560027889,0.009309251693468162,0.10087421493186112,0.523722040520806,0.6031552373728046,0.3277068588837638,0.5713309130863377,1.1235925351250555,-0.001519695326794,0.8705081310594003
GBR,2098,0.02635324654411221,0.05388448064735034,-0.5151611923926493,0.009455520054995906,0.10073713117081948,0.5241579177551239,0.6034810443826786,0.32794207164096717,0.5705851991076663,1.1217631791878881,-0.0016281310884322,0.8685424118171945
GBR,2099,0.026371919242855358,0.05374414659927241,-0.5123815765655424,0.009579475208131141,0.10063445852317629,0.5245585700704647,0.603838587354753,0.3281182406952594,0.5700173095648056,1.1196513948761158,-0.0018825580576653,0.8665436907993453
