isocode,year,r,Y,NFA_Y,PB_Y,G_Y,C_Y,Inc_Y,tau,d_bar,pop,pop_growth,pop_working,r_soe,Y_soe,PB_Y_soe,G_Y_soe,tau_soe,d_bar_soe
USA,2036,0.04107262616681956,0.43325083428443634,-0.09017787982269576,0.014173431129078012,0.12551907582679617,0.5480371768077642,0.6869131069445964,0.3234087695135292,0.8803788036199758,1.107223194554887,0.0039105518074975,0.9426725221442035,0.0382200242836967,0.4402498196768374,0.013766663716579225,0.12565466496429575,0.3231995320422978,0.8820869804458201
USA,2037,0.04062708804577466,0.43751000062555995,-0.08692019806887963,0.012807819433099388,0.12592779231718004,0.5485591445859553,0.6859843563714506,0.32277804933582505,0.8856338016492908,1.111410868094747,0.0037821403674112,0.945343791315484,0.0382200242836967,0.44348014338897196,0.013528966735438547,0.12568740988306698,0.3231490009737645,0.8826110548575473
USA,2038,0.04011234724020289,0.4420645313702089,-0.09086343739775193,0.012298906742300275,0.12611591575577827,0.5485313516304604,0.6839704786683496,0.322487742359193,0.8879590875445496,1.1155065032160043,0.0036850774442023,0.9483153476089351,0.0382200242836967,0.44681260263179345,0.014119347720821518,0.12550910209627122,0.3234241607033566,0.8803229126800055
USA,2039,0.039544904057813496,0.44661084063175865,-0.09854895610147185,0.01235034327462467,0.12612372689566,0.548302466459132,0.6813135499506235,0.3224756884204599,0.8880029565921388,1.1194873100323541,0.0035686092415176,0.9512815905052142,0.0382200242836967,0.4499738306637117,0.015028352493929559,0.12523105715589172,0.3238532320971758,0.876758312523384
USA,2040,0.03896605597841597,0.4509384247245477,-0.1052147311606384,0.012870052252024894,0.12596071861023544,0.5481387012421871,0.6783935103636335,0.3227272383754267,0.8859264192527253,1.1233354829947821,0.0034374422362293,0.9541228882214263,0.0382200242836967,0.45285308745156827,0.01631728951132906,0.12481163952380071,0.3245004659858703,0.8714459388442789
USA,2041,0.038389259108685396,0.4548777337274598,-0.11064250772784945,0.011333735114672422,0.12648328138595258,0.5481954083000704,0.676930212428635,0.3219208337049121,0.8924907029396889,1.1270007377731515,0.0032628318377319,0.9569390460612727,0.0382200242836967,0.4553164670692628,0.015586620369578558,0.12506565296765051,0.3241084793442407,0.8746185169579246
USA,2042,0.03781033332131248,0.45911426813121203,-0.12183343343793984,0.011848709780492045,0.12638631109604362,0.5476684703469461,0.6738660922205584,0.3220704756203287,0.8911143327214515,1.130513561238319,0.0031169664290624,0.9599471084869833,0.0382200242836967,0.4580407811562627,0.01773144089267166,0.12442540072531706,0.3250964992004515,0.8663186155181021
USA,2043,0.037122965169237264,0.4629538334223037,-0.1355037598132185,0.012235475068166773,0.1263270888208942,0.547366995017101,0.6705102690569684,0.3221618658254834,0.8902189434296526,1.1339235321888472,0.0030163025614597,0.9630893479301927,0.0382200242836967,0.4600504306613897,0.018840526503666827,0.12412540500906083,0.32555944443490953,0.8623003191167484
USA,2044,0.0364633015000059,0.4663803900203696,-0.14736953659472452,0.012935000356037174,0.1261458928655971,0.5472458889505928,0.6671436709814198,0.3224414824981969,0.8878066336913369,1.1371678370269747,0.0028611319423497,0.9660848038959762,0.0382200242836967,0.4616892574167717,0.020728961251782765,0.12354790590034857,0.3264506253611524,0.8547933899688304
USA,2045,0.03576690579431468,0.4692880280005802,-0.1580728007333425,0.012714470637516517,0.126226150127187,0.5474598903374341,0.6643897474680313,0.32231763167376726,0.8888118437129781,1.1402743260034058,0.0027317770299877,0.9688690287939472,0.0382200242836967,0.46268520810877006,0.020913706470884932,0.12349307151606416,0.32653524429240144,0.854072476651784
USA,2046,0.035139864624746976,0.471970483380881,-0.16636177111650152,0.011070701953312029,0.1267794092839826,0.5477190768496587,0.6629004505787576,0.3214638571824007,0.8958340959816645,1.1432337907146535,0.0025953971283563,0.9715193840613482,0.0382200242836967,0.46361970677985925,0.019176411648563957,0.12407750605223195,0.32563336080303695,0.8614835734924063
USA,2047,0.03463249893900349,0.4749554509366745,-0.1757710684647491,0.011802523201333043,0.12658628107226574,0.547460667937635,0.6601385968768771,0.32176188738886324,0.8932776626079115,1.1460666490012104,0.0024779343556544,0.9741377362599138,0.0382200242836967,0.4651553827632441,0.020698503413778782,0.12362095433478383,0.32633789900282817,0.8555004343899006
USA,2048,0.0341122104085877,0.477464492885599,-0.1833445249308907,0.012759062589535158,0.12630624603994348,0.5475355040953017,0.6572798007183798,0.32219402983847134,0.8896269815260622,1.148754876355987,0.0023456117121281,0.9767223761497904,0.0382200242836967,0.466169351949225,0.022167577775156933,0.12317007431140287,0.3270336847985102,0.8496102646937167
USA,2049,0.03361568567417353,0.4794034912309839,-0.18771849242354888,0.012314041910665485,0.12646982991754965,0.5480384414508226,0.6555700030981548,0.3219415916452964,0.8916828384297047,1.1512904260697276,0.0022072156261776,0.97917759273412,0.0382200242836967,0.4666759788309735,0.02214426563809456,0.1231930886750733,0.32699816965809997,0.8498465891086174
USA,2050,0.033150463677824114,0.4812757990245324,-0.19261713112521806,0.01241469568833542,0.12643834590400496,0.5484453208886019,0.653602946839348,0.3219901769191597,0.8912765628217156,1.153746788987433,0.0021335736509953,0.981458396650925,0.0382200242836967,0.46719125097676517,0.022533432992146357,0.1230654334694013,0.32719516370140533,0.8482088160099646
USA,2051,0.03272723042336183,0.4828999266883751,-0.19528709689493517,0.011856536546576868,0.12661320861662043,0.5490225209724766,0.6522907512764424,0.32172033353439417,0.8935315823544747,1.1561516268125769,0.0020843722800341,0.9836444661724034,0.0382200242836967,0.4675718123510506,0.022143328913373048,0.12318427782768836,0.3270117663182766,0.8497684583743617
USA,2052,0.03235361972715208,0.484529766117893,-0.19851643985687684,0.01041303334622648,0.12708927667879696,0.5495106018839652,0.6517126543709798,0.3209856782419364,0.8996164682062948,1.1584779772910918,0.0020121499849707,0.9857444453973286,0.0382200242836967,0.4680883994989009,0.020844341824457227,0.12361217385272004,0.3263514488040667,0.8552477215109966
USA,2053,0.032024149225319834,0.4865080825975728,-0.20438678025901513,0.00862189160837612,0.12769837463437678,0.5495188153349879,0.6514239906928464,0.320045734834168,0.9073715501175875,1.1607423322235424,0.0019545947155124,0.9877357356962706,0.0382200242836967,0.4690579695191774,0.019029801565554713,0.12422907131531725,0.3253994694090852,0.8630806475638233
USA,2054,0.03175166292656589,0.4889857408763539,-0.2135725046721988,0.008684206823349694,0.1277134393417538,0.5488747981190331,0.6499773661044523,0.320022487387252,0.9075129999579972,1.1629298906522767,0.0018846201848636,0.9895841793958441,0.0382200242836967,0.4706628262215608,0.019175599192910966,0.12421630855190004,0.3254191645586568,0.8628017229490953
USA,2055,0.03151322884437594,0.49132275200701647,-0.2205705772273423,0.008340551155932269,0.12783711677211823,0.5483154767400558,0.6490119235302818,0.31983163173867224,0.9090818411763001,1.1650152960157776,0.0017932339518174,0.9911598882680308,0.0382200242836967,0.47222211608022957,0.01881877561446489,0.12434437528594068,0.32522153545595966,0.8644100914081009
USA,2056,0.031314905794394936,0.4936817427809441,-0.22603121190520703,0.007399720797404558,0.12815297430722455,0.5477063181926733,0.6486226620298798,0.3193442089765411,0.9131189382582552,1.1671025959748438,0.0017916502609061,0.992641018059825,0.0382200242836967,0.47391194405620196,0.01797932015385982,0.12462644118840614,0.3247862590227523,0.8680108701840836
USA,2057,0.03113635649138639,0.4963016867167205,-0.23294046545849723,0.007308199376324265,0.12821040387735466,0.5468519123058969,0.6476546070566316,0.31925558522504055,0.9138221459553463,1.1693187345145322,0.0018988378119726,0.9943159314579637,0.0382200242836967,0.4759038225114582,0.01766772179694638,0.1247572297371473,0.32458442968959716,0.8696039448820757
USA,2058,0.031012817414225895,0.49888247823366394,-0.2363036404161205,0.008146852865395987,0.12795596099221856,0.5460990223826939,0.6463185691161281,0.31964823456878955,0.9105313195579713,1.1717101641986674,0.0020451478399754,0.996111141140966,0.0382200242836967,0.4780144085994979,0.018262070193503177,0.12458422188284951,0.32485141070742796,0.8673116683513666
USA,2059,0.0309382171300249,0.5011049814108681,-0.2350572054870863,0.008620070329178109,0.12780315977341614,0.5457408920004265,0.6455175655631772,0.31988403325600656,0.9085658556271111,1.1741570267687862,0.0020882831308306,0.9978924150939377,0.0382200242836967,0.4799229653289628,0.018883361837504387,0.12438206260397405,0.32516337741123563,0.8647046853056128
USA,2060,0.030857672270756573,0.503124308789844,-0.23246318483031736,0.008227308108011921,0.12790501392850354,0.5456263593797634,0.6453451937852703,0.3197268546926061,0.909910301409767,1.1766126567851574,0.0020913983056669,0.9995159288297903,0.0382200242836967,0.4816172876376051,0.018632334556383648,0.12443667177904628,0.3250791060167208,0.8654960991350819
